start,activation_ins_buzz
0.0,-1.88
0.96,-1.33
1.92,-1.62
2.88,-1.43
3.84,-1.6
4.8,-1.68
5.76,-1.82
6.72,-1.68
7.68,-1.51
8.64,-1.96
9.6,-1.37
10.56,-1.28
11.52,-1.58
12.48,-1.34
13.44,-1.27
14.4,-1.51
15.36,-1.22
16.32,-1.57
17.28,-1.87
18.24,-2.4
19.2,-2.02
20.16,-2.32
21.12,-2.0
22.08,-2.02
23.04,-1.78
24.0,-1.71
24.96,-2.81
25.92,-2.06
