date,system_id,uid,ts,n_samples,n_spike_frames,hive_exit_v1,hive_return_v1,hive_exit_v3,hive_return_v3,initial_speed_min,start_dist,outward_cos,terminal_speed_min,end_dist,toward_cos,tortuosity
2026-05-14,939,2556612,2026-05-14 11:01:31,120,0,False,False,False,False,0.5128667077711309,0.7135929518589557,-0.37353186299823155,0.32179311634185614,1.33122949564829,-0.24747156750713106,2.9217501175749723
2026-05-14,939,2556629,2026-05-14 11:03:18,179,10,False,False,False,False,0.37011173503282124,0.6721220292143549,-0.6696699521856719,1.3370556615937879,0.28133841615037214,-0.36522419181402566,5.716985559934766
2026-05-14,939,2556637,2026-05-14 11:03:53,136,0,False,True,False,False,0.2473279814840991,0.2731589926034123,-0.9283921574109854,0.06857615697894025,0.10492815507174426,-0.7851584748561086,1.5196598882384924
2026-05-14,939,2556639,2026-05-14 11:03:56,858,0,True,False,True,False,0.02945188482934323,0.06117778986055496,-0.32549459355960547,0.2573362525957038,1.6942788509123876,-0.12880573376477453,2.952473279133293
2026-05-14,939,2556648,2026-05-14 11:08:09,142,2,False,False,False,False,0.283573594239664,0.7515073490742161,-0.7537790901446141,0.4294146379957104,1.5437819758764513,-0.9167830806014438,1.2733259610412049
2026-05-14,939,2556655,2026-05-14 11:08:57,119,4,False,False,False,False,0.6978020770454959,0.7982281844842363,-0.4749457078254026,0.823272697591735,2.3814777732636934,-0.9804515457609198,1.6318033320037706
2026-05-14,939,2556731,2026-05-14 11:09:42,122,1,False,False,False,False,0.6770336949790619,0.9860180350058962,-0.8509868129144283,0.6403057189538471,1.121943172753861,-0.9723089153690776,1.5889993682471353
2026-05-14,939,2556786,2026-05-14 11:10:59,121,0,False,False,False,False,0.4816826648375497,0.3758578341160982,-0.8622078366739314,0.3750288963866579,1.306256656229931,-0.9373737320309453,1.4065025910870645
2026-05-14,939,2556791,2026-05-14 11:11:35,176,0,False,False,False,False,0.32070532979668404,0.18039107510997693,-0.9024258742929974,0.07772912002589576,0.3459231190336951,-0.9407812322373816,2.044981286488027
2026-05-14,939,2556793,2026-05-14 11:11:37,170,0,False,False,False,False,0.03273041350242859,0.37927856417903766,-0.988271826933464,0.11322629652601841,0.2912790448933806,-0.48728653331460886,5.596491505297336
2026-05-14,939,2556796,2026-05-14 11:11:41,140,2,False,False,False,False,0.5504490787075584,0.6316643559758088,-0.942083546996526,0.8313607893237457,1.3369175969838232,-0.981410911054303,1.4522062104232265
2026-05-14,939,2556830,2026-05-14 11:13:52,199,0,False,True,False,False,0.22376698658648714,0.20024041490446204,-0.7322497966004764,0.04409175752053741,0.09875294452566968,-0.9579037721893715,2.6451172942339816
2026-05-14,939,2556833,2026-05-14 11:13:54,132,0,True,False,False,False,0.07280377218358926,0.06021601247292023,-0.5772917486313897,0.4209248698105163,1.3573723463199034,-0.9759222921873707,1.2238239667716537
2026-05-14,939,2556861,2026-05-14 11:15:19,257,0,False,False,False,False,0.2881061658069822,0.6192478384138471,-0.6347240233123721,0.01856891555799145,0.41469369230583925,0.43588236595781543,1.92357764868358
2026-05-14,939,2556871,2026-05-14 11:15:26,147,0,True,False,True,False,0.25227157745921647,0.09888571508648533,0.9656466734378922,0.3132459596307671,0.563483761419972,-0.9384939367682127,2.5259831583240615
2026-05-14,939,2556875,2026-05-14 11:15:29,236,3,True,False,True,False,0.14920717996215074,0.10707389364046165,-0.2691364111911355,0.10078778744098489,0.298588632964301,0.8860071685278731,8.553852503419026
2026-05-14,939,2556882,2026-05-14 11:15:54,125,2,False,False,False,False,0.22678355241948642,0.4621856442030879,-0.8438297592390982,0.07411465291372145,0.6712300160502923,-0.5934422684984717,2.5347273224392484
2026-05-14,939,2556891,2026-05-14 11:16:12,141,29,False,False,False,False,0.03027132009014542,0.4286155094460873,-0.2523102535689268,15.330986526405242,16.048767604812035,-0.9997699784397912,1.0408922974998702
2026-05-14,939,2556927,2026-05-14 11:16:39,142,0,False,False,False,False,0.2130719902403882,0.4682183886523705,-0.7448549857279065,0.1417488095188161,0.5226341575758324,-0.007323556915301773,1.9226102238648004
2026-05-14,939,2557033,2026-05-14 11:21:31,185,4,False,False,False,False,0.3212392951134704,1.2455615823794324,0.1653098782946382,0.009141007876586038,1.3090276945488968,0.7104771164221128,3.31271965745395
2026-05-14,939,2557037,2026-05-14 11:21:35,276,0,False,False,False,False,0.003739786090141866,1.318227659403337,-0.6887211753874957,0.0735919032570828,1.230644677445525,0.6027473245632835,3.708995977719108
2026-05-14,939,2557042,2026-05-14 11:21:39,155,5,False,False,False,False,0.02458272564221336,1.2002885171154682,-0.0397555710349177,0.055935520914703836,1.2911382872876167,-0.36793491848957166,5.360122484889203
2026-05-14,939,2557099,2026-05-14 11:24:40,732,2,True,False,True,False,0.11833365439062679,0.08337420406169471,0.34442017088441435,0.3316114631613248,0.4995659839400597,-0.998767814422064,3.3473554400089105
2026-05-14,939,2557102,2026-05-14 11:24:47,138,1,False,False,False,False,0.06180240352122587,0.10423920984873634,0.20493158887174204,0.6048705913044518,0.9465147287417138,-0.9710198571418217,1.4451933563449282
2026-05-14,939,2557110,2026-05-14 11:24:57,353,3,True,False,True,False,0.19249250205656734,0.059224201931342466,0.820246189415062,0.7624567394941087,1.472241550437971,-0.9772120115096298,3.155052164718373
2026-05-14,939,2557124,2026-05-14 11:26:02,144,0,False,False,False,False,0.43968547553905096,0.3875831900038435,-0.5003105697645467,0.3420854172936861,0.7343573139834586,-0.8231581558425481,1.8473919390296496
2026-05-14,939,2557129,2026-05-14 11:26:13,144,0,False,False,False,False,0.7864849714521019,1.1876794969470696,-0.9470774325101659,0.3904351219088805,1.4120328915133988,-0.985103985409518,1.2327405201207446
2026-05-14,939,2557130,2026-05-14 11:26:24,147,22,False,False,False,False,0.43539729143967165,0.6111341602973387,-0.7619679125604785,4.196277474685926,4.182623705067862,-0.9912323263188437,1.2014314577859515
2026-05-14,939,2557147,2026-05-14 11:26:49,148,0,False,False,False,False,0.40043720369115904,0.6178760257902334,-0.8485939386079643,0.2320017530644986,0.5042123900877485,-0.819219286612531,2.2439425577818475
2026-05-14,939,2557150,2026-05-14 11:26:54,112,0,False,False,False,False,0.1575411124310109,0.14188265052639645,0.053333587727367425,0.30356937184935123,0.8989462027841267,-0.9086865192630009,1.4123032053964752
2026-05-14,939,2557153,2026-05-14 11:26:56,337,1,False,True,False,True,0.29268852263114725,0.2338721833908428,-0.9071876643584809,0.0072173540858089065,0.02566339097333,-0.80942216538975,4.515976396864722
2026-05-14,939,2557154,2026-05-14 11:27:04,124,2,True,False,True,False,0.0021321960510285757,0.01865734596690774,0.8911968285604412,0.40377551142310963,0.6426134543269383,-0.9698147456563612,1.8122840481877953
2026-05-14,939,2557161,2026-05-14 11:27:17,177,1,True,False,False,False,0.0582952719952485,0.08434918841340433,-0.13813813973040648,0.2697942607803218,0.835816824505226,-0.6653793530809794,2.898926139059262
2026-05-14,939,2557167,2026-05-14 11:27:23,131,3,False,False,False,False,0.6470202024581629,0.5893531547255856,0.9179824665088069,0.09180591157435888,1.414788469732843,-0.9603237383504746,1.719762175791597
2026-05-14,939,2557173,2026-05-14 11:28:00,289,0,False,False,False,False,0.2039752187154106,0.17697934200917345,-0.8004894201245564,0.46238287925161226,0.7755109716316075,-0.9640904726033537,2.9213833507929174
2026-05-14,939,2557175,2026-05-14 11:28:03,123,1,False,False,False,False,0.18939486675198244,0.462503342729662,-0.31587965055542394,1.448576147325385,2.120881260000427,-0.9899188389179046,1.6396399755720004
